_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
65cfdf2e0db5537846c1d6ff,Impressora,eletronicos,441.87,21.112687243,2021-11-09,Mariana Ferreira,SP,5,cartao_credito,6,-22.19,-48.79
65cfdf2e0db5537846c1d700,Cadeira de escritório,moveis,481.5,26.3254386042,2021-11-09,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d701,Copo térmico,esporte e lazer,54.8,10.7159862483,2021-11-09,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
65cfdf2e0db5537846c1d702,Blocos de montar,brinquedos,36.61,0.0,2021-11-09,Bianca Santos,RJ,1,cartao_credito,2,-22.25,-42.66
65cfdf2e0db5537846c1d703,Mesa de jantar,moveis,411.91,19.5174073748,2021-11-09,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d704,Modelagem preditiva,livros,98.44,2.8260729191,2022-11-09,Larissa Alves,RS,5,cartao_credito,2,-30.17,-53.5
65cfdf2e0db5537846c1d705,Cômoda,moveis,342.67,18.529272519,2022-11-09,Felipe Santos,TO,4,cartao_credito,7,-9.46,-48.26
65cfdf2e0db5537846c1d706,Panela de pressão,utilidades domesticas,90.42,5.0977188889,2022-11-09,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d707,Smart TV,eletronicos,1957.59,104.7620432685,2022-11-09,Bianca Santos,RS,5,cartao_credito,1,-30.17,-53.5
65cfdf2e0db5537846c1d708,Cama box,moveis,944.11,50.7972822255,2022-11-09,Felipe Santos,RN,5,cartao_credito,8,-5.81,-36.59
65cfdf2e0db5537846c1d709,Cama box,moveis,723.93,38.830220535,2022-11-09,Pedro Gomes,ES,4,cartao_credito,2,-19.19,-40.34
65cfdf2e0db5537846c1d70a,Impressora,eletronicos,302.28,16.3842774319,2022-11-09,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d70b,Jogo de panelas,utilidades domesticas,288.83,16.0663407333,2022-11-09,Felipe Santos,RJ,5,cartao_credito,3,-22.25,-42.66
65cfdf2e0db5537846c1d70c,Bola de basquete,esporte e lazer,79.22,1.8026657406,2022-11-09,Pedro Gomes,SP,3,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d70d,Corda de pular,esporte e lazer,11.23,1.9970790622,2022-11-09,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d717,Cômoda,moveis,321.12,14.6831130078,2021-12-09,João Souza,CE,4,cartao_credito,3,-5.2,-39.53
65cfdf2e0db5537846c1d718,Poltrona,moveis,303.19,13.7283944485,2021-12-09,Isabella Pereira,ES,5,cartao_credito,3,-19.19,-40.34
65cfdf2e0db5537846c1d719,Xadrez de madeira,brinquedos,26.32,1.9325653439,2021-12-09,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
65cfdf2e0db5537846c1d71a,Bicicleta,esporte e lazer,807.24,40.5675405626,2021-12-09,Pedro Gomes,DF,5,cartao_credito,1,-15.83,-47.86
65cfdf2e0db5537846c1d71b,Iniciando em programação,livros,65.5,1.0721170159,2021-12-09,Mariana Ferreira,SC,5,cartao_credito,3,-27.45,-50.95
65cfdf2e0db5537846c1d71c,Guitarra,instrumentos musicais,1240.97,63.6623582277,2022-12-09,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
65cfdf2e0db5537846c1d71d,Bicicleta,esporte e lazer,615.41,33.4557432488,2022-12-09,Isabella Pereira,SP,2,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d71e,Carrinho controle remoto,brinquedos,110.15,6.1482820331,2022-12-09,Pedro Gomes,SP,4,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d71f,Carrinho controle remoto,brinquedos,106.51,3.2557761413,2022-12-09,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d720,Ciência de dados com python,livros,75.13,4.5315510038,2022-12-09,Pedro Gomes,SC,4,cartao_credito,10,-27.45,-50.95
65cfdf2e0db5537846c1d721,Jogo de panelas,utilidades domesticas,197.23,11.0281691421,2022-12-09,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d722,Assistente virtual,eletronicos,333.81,15.3588173311,2022-12-09,Bruno Rodrigues,SP,3,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d723,Celular ABXY,eletronicos,1329.44,80.369624042,2022-12-09,Pedro Gomes,CE,3,cartao_credito,10,-5.2,-39.53
65cfdf2e0db5537846c1d72d,Dashboards com Power BI,livros,36.39,3.3367733707,2021-01-10,Bianca Santos,MG,5,cartao_credito,3,-18.1,-44.38
65cfdf2e0db5537846c1d72e,Cama box,moveis,798.89,45.7023054391,2021-01-10,Thiago Silva,SC,3,cartao_credito,10,-27.45,-50.95
65cfdf2e0db5537846c1d72f,Bola de vôlei,esporte e lazer,55.03,0.0,2021-01-10,Juliana Costa,SP,5,cartao_debito,1,-22.19,-48.79
65cfdf2e0db5537846c1d730,Modelagem preditiva,livros,91.2,2.4405647,2021-01-10,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d731,Bola de basquete,esporte e lazer,91.72,14.4647576034,2021-01-10,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d732,Corda de pular,esporte e lazer,27.95,2.0193579402,2021-01-10,João Souza,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d733,Celular ABXY,eletronicos,1520.7,88.7707512294,2021-01-10,Thiago Silva,RJ,5,cartao_credito,4,-22.25,-42.66
65cfdf2e0db5537846c1d734,Dinossauro Rex,brinquedos,26.45,0.0,2021-01-10,Rafael Costa,BA,3,cupom,1,-13.29,-41.71
65cfdf2e0db5537846c1d735,Copo térmico,esporte e lazer,63.51,3.664842345,2022-01-10,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d736,Sofá retrátil,moveis,931.72,50.1423915352,2022-01-10,Juliana Costa,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d737,Lavadora de roupas,eletrodomesticos,1968.66,102.4096615424,2022-01-10,Camila Ribeiro,SP,4,cartao_credito,10,-22.19,-48.79
65cfdf2e0db5537846c1d738,Celular Plus X42,eletronicos,3280.04,175.1833668407,2022-01-10,Felipe Santos,RS,5,cartao_credito,1,-30.17,-53.5
65cfdf2e0db5537846c1d739,Fogão,eletrodomesticos,593.0,29.159905083,2023-01-10,Rafael Costa,BA,5,cartao_credito,6,-13.29,-41.71
65cfdf2e0db5537846c1d73a,Lava louças,eletrodomesticos,2097.89,112.2374357251,2023-01-10,Mariana Ferreira,MG,5,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d73b,Smartwatch,eletronicos,164.36,6.3361146052,2023-01-10,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
65cfdf2e0db5537846c1d73c,Cama king,moveis,1087.84,55.5086464045,2023-01-10,Felipe Santos,SC,5,cartao_credito,2,-27.45,-50.95
65cfdf2e0db5537846c1d73d,Smart TV,eletronicos,2412.47,126.0412088827,2023-01-10,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d73e,Assistente virtual,eletronicos,257.89,14.0149925715,2023-01-10,Bianca Santos,SE,5,cupom,1,-10.57,-37.45
65cfdf2e0db5537846c1d73f,Boneca bebê,brinquedos,79.24,1.8037306805,2023-01-10,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d740,Lava louças,eletrodomesticos,1322.5,70.7022722948,2023-01-10,Mariana Ferreira,SP,1,cartao_credito,8,-22.19,-48.79
65cfdf2e0db5537846c1d741,Guarda roupas,moveis,644.06,41.3805604785,2023-01-10,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d742,Celular Plus X42,eletronicos,1941.61,112.4792777183,2023-01-10,Bruno Rodrigues,SP,1,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d747,Bicicleta,esporte e lazer,330.56,18.1324300672,2021-02-10,Lucas Oliveira,RN,5,cartao_credito,3,-5.81,-36.59
65cfdf2e0db5537846c1d748,Jogo de copos,utilidades domesticas,45.82,2.7285539671,2021-02-10,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d749,Copo térmico,esporte e lazer,63.21,0.0,2021-02-10,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d74a,Lava louças,eletrodomesticos,1774.54,95.0200209924,2021-02-10,Juliana Costa,SP,4,cartao_credito,8,-22.19,-48.79
65cfdf2e0db5537846c1d74b,Tablet ABXY,eletronicos,1032.22,55.2457355743,2021-02-10,Lucas Oliveira,MG,4,cartao_credito,3,-18.1,-44.38
65cfdf2e0db5537846c1d74c,Mesa de centro,moveis,181.36,10.187978921,2021-02-10,Bianca Santos,MG,5,cartao_credito,4,-18.1,-44.38
65cfdf2e0db5537846c1d74d,Ciência de dados com python,livros,88.38,4.9947459295,2021-02-10,Bruno Rodrigues,ES,5,boleto,1,-19.19,-40.34
65cfdf2e0db5537846c1d74e,Jogo de copos,utilidades domesticas,46.17,0.0,2021-02-10,Mariana Ferreira,MS,5,cartao_credito,10,-20.51,-54.54
65cfdf2e0db5537846c1d74f,Cama king,moveis,677.19,43.856381348,2021-02-10,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
65cfdf2e0db5537846c1d750,Cômoda,moveis,386.81,18.1809078858,2021-02-10,Larissa Alves,RS,3,cartao_credito,1,-30.17,-53.5
65cfdf2e0db5537846c1d751,Secadora de roupas,eletrodomesticos,1541.69,82.3791312863,2022-02-10,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d752,Bicicleta,esporte e lazer,319.37,14.5899307725,2022-02-10,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d753,Mesa de jantar,moveis,451.83,24.9470033879,2022-02-10,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d754,Faqueiro,utilidades domesticas,63.18,12.9450884633,2022-02-10,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d755,Panela de pressão,utilidades domesticas,96.77,2.7371504432,2022-02-10,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d756,Assistente virtual,eletronicos,195.86,13.5927720968,2022-02-10,Mariana Ferreira,MG,5,cupom,1,-18.1,-44.38
65cfdf2e0db5537846c1d757,Corda de pular,esporte e lazer,10.99,1.4735996126,2022-02-10,Pedro Gomes,MG,5,cartao_credito,3,-18.1,-44.38
65cfdf2e0db5537846c1d758,Secadora de roupas,eletrodomesticos,1305.35,67.0903995466,2022-02-10,Mariana Ferreira,CE,3,cartao_credito,1,-5.2,-39.53
65cfdf2e0db5537846c1d759,Corda de pular,esporte e lazer,19.43,0.0,2022-02-10,Lucas Oliveira,MG,1,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d75a,Smart TV,eletronicos,1603.88,85.9328894066,2022-02-10,João Souza,CE,4,cartao_credito,3,-5.2,-39.53
65cfdf2e0db5537846c1d75b,Bola de vôlei,esporte e lazer,60.57,0.0,2023-02-10,Isabella Pereira,MG,5,cupom,1,-18.1,-44.38
65cfdf2e0db5537846c1d75c,Copo térmico,esporte e lazer,85.79,2.1524984754,2023-02-10,Felipe Santos,MG,5,cupom,1,-18.1,-44.38
65cfdf2e0db5537846c1d75d,Smart TV,eletronicos,2342.38,136.370716379,2023-02-10,Lucas Oliveira,SP,5,cartao_credito,10,-22.19,-48.79
65cfdf2e0db5537846c1d75e,Lava louças,eletrodomesticos,1633.75,84.5767115868,2023-02-10,Larissa Alves,RS,5,cartao_credito,4,-30.17,-53.5
65cfdf2e0db5537846c1d75f,Mochila,esporte e lazer,120.14,3.9815326368,2023-02-10,Thiago Silva,SC,2,cartao_credito,1,-27.45,-50.95
65cfdf2e0db5537846c1d760,Mesa de centro,moveis,297.82,16.3891235623,2023-02-10,Mariana Ferreira,GO,1,boleto,1,-15.98,-49.86
65cfdf2e0db5537846c1d76f,Mochila,esporte e lazer,135.66,4.8079259463,2021-03-10,Larissa Alves,PR,5,boleto,1,-24.89,-51.55
65cfdf2e0db5537846c1d770,Cadeira de escritório,moveis,523.49,28.163044443,2021-03-10,Camila Ribeiro,PR,3,cartao_credito,4,-24.89,-51.55
65cfdf2e0db5537846c1d771,Assistente virtual,eletronicos,167.1,16.6995819134,2021-03-10,Juliana Costa,BA,3,cupom,1,-13.29,-41.71
65cfdf2e0db5537846c1d772,Assistente virtual,eletronicos,249.15,10.8509270226,2021-03-10,João Souza,MG,3,cupom,1,-18.1,-44.38
65cfdf2e0db5537846c1d773,Tablet ABXY,eletronicos,983.38,49.9464656624,2021-03-10,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d774,Celular Plus X42,eletronicos,3083.29,170.5555310841,2021-03-10,Isabella Pereira,SP,5,cartao_credito,10,-22.19,-48.79
65cfdf2e0db5537846c1d775,Smartwatch,eletronicos,291.94,18.7087430494,2021-03-10,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
65cfdf2e0db5537846c1d776,Guitarra,instrumentos musicais,1056.96,64.0779913465,2021-03-10,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d777,Jogo de tabuleiro,brinquedos,167.7,6.5139595571,2022-03-10,João Souza,SC,5,cartao_credito,6,-27.45,-50.95
65cfdf2e0db5537846c1d778,Jogo de panelas,utilidades domesticas,248.48,14.1192276468,2022-03-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d779,Micro-ondas,eletrodomesticos,910.41,49.8757089657,2022-03-10,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
65cfdf2e0db5537846c1d77a,Iniciando em programação,livros,64.99,3.7436478926,2022-03-10,Camila Ribeiro,SP,1,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d77b,Smart TV,eletronicos,2037.66,109.0255298857,2022-03-10,Lucas Oliveira,RJ,1,cupom,1,-22.25,-42.66
65cfdf2e0db5537846c1d77c,Sofá retrátil,moveis,917.4,46.4332291568,2022-03-10,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d77d,Dashboards com Power BI,livros,38.92,5.2361892357,2022-03-10,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d77e,Bola de vôlei,esporte e lazer,60.07,3.7296513103,2022-03-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d77f,Bola de vôlei,esporte e lazer,78.65,4.4710017978,2023-03-10,Lucas Oliveira,RJ,5,cupom,1,-22.25,-42.66
65cfdf2e0db5537846c1d780,Cama box,moveis,798.9,40.1234606527,2023-03-10,Beatriz Moraes,CE,5,cupom,1,-5.2,-39.53
65cfdf2e0db5537846c1d781,Smartwatch,eletronicos,265.82,11.7385543725,2023-03-10,Thiago Silva,MG,5,boleto,1,-18.1,-44.38
65cfdf2e0db5537846c1d782,TV Led UHD 4K,eletronicos,2905.96,152.3180667656,2023-03-10,João Souza,RS,5,cartao_credito,1,-30.17,-53.5
65cfdf2e0db5537846c1d783,Jogo de tabuleiro,brinquedos,302.13,16.3706394797,2023-03-10,Isabella Pereira,RJ,5,cartao_credito,5,-22.25,-42.66
65cfdf2e0db5537846c1d784,Bola de basquete,esporte e lazer,60.31,6.3751423859,2023-03-10,Larissa Alves,DF,5,cartao_credito,5,-15.83,-47.86
65cfdf2e0db5537846c1d785,Headset,eletronicos,299.6,19.116615005,2023-03-10,Bruno Rodrigues,GO,5,boleto,1,-15.98,-49.86
65cfdf2e0db5537846c1d786,Headset,eletronicos,210.37,8.7860086885,2023-03-10,Juliana Costa,PR,4,cartao_credito,10,-24.89,-51.55
65cfdf2e0db5537846c1d787,Cubo mágico 8x8,brinquedos,15.93,1.5352367267,2023-03-10,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d788,Ciência de dados com python,livros,72.96,1.4693395733,2023-03-10,Bruno Rodrigues,SP,2,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d789,Fone de ouvido,eletronicos,94.61,2.6221369413,2023-03-10,Isabella Pereira,MA,5,cartao_credito,1,-5.42,-45.44
65cfdf2e0db5537846c1d790,Celular Plus X42,eletronicos,3140.32,164.7970317161,2021-04-10,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d791,Mochila,esporte e lazer,132.57,7.5900582011,2021-04-10,Camila Ribeiro,ES,5,cartao_credito,10,-19.19,-40.34
65cfdf2e0db5537846c1d792,Fogão,eletrodomesticos,1178.42,60.3317589033,2021-04-10,Lucas Oliveira,SP,5,cartao_credito,6,-22.19,-48.79
65cfdf2e0db5537846c1d793,Cubo mágico 8x8,brinquedos,19.63,0.0,2021-04-10,Camila Ribeiro,RS,5,cartao_credito,4,-30.17,-53.5
65cfdf2e0db5537846c1d794,Jogo de tabuleiro,brinquedos,316.93,14.460008113,2021-04-10,Felipe Santos,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d795,Panela de pressão,utilidades domesticas,120.98,6.9729255684,2021-04-10,Lucas Oliveira,SP,4,cartao_credito,3,-22.19,-48.79
65cfdf2e0db5537846c1d796,Jogo de panelas,utilidades domesticas,157.74,8.9254454439,2021-04-10,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
65cfdf2e0db5537846c1d797,Impressora,eletronicos,312.33,14.2150719517,2021-04-10,Bianca Santos,RJ,5,boleto,1,-22.25,-42.66
65cfdf2e0db5537846c1d798,Fogão,eletrodomesticos,712.85,38.2402438681,2021-04-10,Mariana Ferreira,MT,5,boleto,1,-12.64,-55.42
65cfdf2e0db5537846c1d799,Dashboards com Power BI,livros,40.09,2.6609368826,2021-04-10,Thiago Silva,ES,5,cartao_credito,4,-19.19,-40.34
65cfdf2e0db5537846c1d79a,Faqueiro,utilidades domesticas,46.87,3.0267910212,2021-04-10,Rafael Costa,SP,2,cartao_credito,3,-22.19,-48.79
65cfdf2e0db5537846c1d79b,Boneca bebê,brinquedos,62.23,0.0,2021-04-10,Pedro Gomes,MG,2,cartao_credito,2,-18.1,-44.38
65cfdf2e0db5537846c1d79c,Xadrez de madeira,brinquedos,42.2,2.5357998576,2021-04-10,João Souza,RJ,5,cartao_credito,7,-22.25,-42.66
65cfdf2e0db5537846c1d79d,Sofá retrátil,moveis,833.46,45.2676527908,2022-04-10,Bianca Santos,SP,1,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d79e,Iniciando em programação,livros,82.76,1.9911600909,2022-04-10,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
65cfdf2e0db5537846c1d79f,Sofá retrátil,moveis,927.55,46.9736861215,2022-04-10,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d7a0,Boneca bebê,brinquedos,72.55,4.1518460525,2022-04-10,Isabella Pereira,DF,5,cartao_credito,6,-15.83,-47.86
65cfdf2e0db5537846c1d7a1,Xadrez de madeira,brinquedos,35.63,2.5842024611,2022-04-10,Bianca Santos,MG,1,boleto,1,-18.1,-44.38
65cfdf2e0db5537846c1d7a2,Sofá retrátil,moveis,861.08,50.3299582356,2022-04-10,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
65cfdf2e0db5537846c1d7a3,Blocos de montar,brinquedos,57.15,3.5741700949,2022-04-10,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d7a4,Poltrona,moveis,378.03,20.4177370454,2022-04-10,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d7a5,Mochila,esporte e lazer,124.79,7.5331072563,2022-04-10,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d7a6,Cama box,moveis,895.97,45.2921461269,2022-04-10,Bruno Rodrigues,ES,4,cartao_credito,5,-19.19,-40.34
65cfdf2e0db5537846c1d7a7,Dinossauro Rex,brinquedos,29.03,0.0,2022-04-10,Felipe Santos,RJ,4,cartao_credito,3,-22.25,-42.66
65cfdf2e0db5537846c1d7b3,Bicicleta,esporte e lazer,327.2,17.705541559,2021-05-10,Bianca Santos,SP,1,cartao_credito,3,-22.19,-48.79
65cfdf2e0db5537846c1d7b4,Micro-ondas,eletrodomesticos,697.82,37.4399415845,2021-05-10,Pedro Gomes,DF,4,cartao_credito,1,-15.83,-47.86
65cfdf2e0db5537846c1d7b5,Blocos de montar,brinquedos,51.38,3.6756782604,2021-05-10,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d7b6,Ciência de dados com python,livros,81.5,1.9240688815,2021-05-10,Camila Ribeiro,GO,5,cartao_credito,2,-15.98,-49.86
65cfdf2e0db5537846c1d7b7,Cubo mágico 8x8,brinquedos,21.21,1.4124946005,2021-05-10,Bruno Rodrigues,PR,5,cupom,1,-24.89,-51.55
65cfdf2e0db5537846c1d7b8,Jogo de copos,utilidades domesticas,31.74,1.9788363255,2021-05-10,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
65cfdf2e0db5537846c1d7b9,Corda de pular,esporte e lazer,20.18,1.3633011026,2021-05-10,Juliana Costa,SP,1,cartao_credito,2,-22.19,-48.79
65cfdf2e0db5537846c1d7ba,Tablet ABXY,eletronicos,2161.06,115.6010481842,2021-05-10,Rafael Costa,SP,3,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d7bb,Guitarra,instrumentos musicais,1121.4,62.8749926989,2022-05-10,Lucas Oliveira,SP,1,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d7bc,Panela de pressão,utilidades domesticas,94.88,2.636513629,2022-05-10,Bruno Rodrigues,SP,5,cupom,1,-22.19,-48.79
65cfdf2e0db5537846c1d7bd,Bola de basquete,esporte e lazer,64.28,1.0071556862,2022-05-10,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d7be,Celular Plus X42,eletronicos,2707.24,144.4355114379,2022-05-10,Bianca Santos,MS,5,cartao_credito,1,-20.51,-54.54
65cfdf2e0db5537846c1d7bf,TV Led UHD 4K,eletronicos,2922.39,156.1347407607,2022-05-10,Mariana Ferreira,RS,5,cartao_credito,10,-30.17,-53.5
65cfdf2e0db5537846c1d7c0,Dashboards com Power BI,livros,35.75,0.0,2022-05-10,Lucas Oliveira,ES,2,cartao_credito,4,-19.19,-40.34
65cfdf2e0db5537846c1d7ca,Cômoda,moveis,333.9,18.0679473062,2021-06-10,Bruno Rodrigues,CE,1,cartao_credito,1,-5.2,-39.53
65cfdf2e0db5537846c1d7cb,Micro-ondas,eletrodomesticos,784.89,42.0761571427,2021-06-10,Felipe Santos,RJ,5,cartao_credito,1,-22.25,-42.66
65cfdf2e0db5537846c1d7cc,Bateria,instrumentos musicais,991.64,53.4888588971,2021-06-10,João Souza,RJ,4,cartao_credito,1,-22.25,-42.66
65cfdf2e0db5537846c1d7cd,Modelagem preditiva,livros,75.19,1.5880803645,2021-06-10,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d7ce,Faqueiro,utilidades domesticas,43.38,0.0,2022-06-10,João Souza,RJ,2,cartao_credito,4,-22.25,-42.66
65cfdf2e0db5537846c1d7cf,Bicicleta,esporte e lazer,953.99,51.0802234217,2022-06-10,João Souza,RJ,5,cartao_credito,4,-22.25,-42.66
65cfdf2e0db5537846c1d7d0,Celular Plus X42,eletronicos,1700.76,90.8434793361,2022-06-10,Mariana Ferreira,RS,3,cartao_credito,5,-30.17,-53.5
65cfdf2e0db5537846c1d7d6,Fone de ouvido,eletronicos,171.92,9.6853273204,2021-07-10,Larissa Alves,SP,5,cartao_credito,9,-22.19,-48.79
65cfdf2e0db5537846c1d7d7,Modelagem preditiva,livros,71.33,4.0812338193,2021-07-10,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d7d8,Pandeiro,instrumentos musicais,128.15,7.5106141236,2021-07-10,Camila Ribeiro,SP,5,cartao_credito,4,-22.19,-48.79
65cfdf2e0db5537846c1d7d9,Smart TV,eletronicos,2036.15,106.0033010052,2021-07-10,Bruno Rodrigues,RJ,5,cartao_credito,1,-22.25,-42.66
65cfdf2e0db5537846c1d7da,Tablet ABXY,eletronicos,1324.52,68.1111443755,2021-07-10,Juliana Costa,RJ,2,cartao_credito,4,-22.25,-42.66
65cfdf2e0db5537846c1d7db,Fone de ouvido,eletronicos,101.74,5.7061257372,2021-07-10,João Souza,MG,5,cartao_credito,2,-18.1,-44.38
65cfdf2e0db5537846c1d7dc,Fogão,eletrodomesticos,674.7,36.2088711387,2022-07-10,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
65cfdf2e0db5537846c1d7dd,Xadrez de madeira,brinquedos,27.87,1.7671195645,2022-07-10,Bruno Rodrigues,SC,5,cartao_credito,5,-27.45,-50.95
65cfdf2e0db5537846c1d7de,Assistente virtual,eletronicos,317.68,17.8039194653,2022-07-10,Mariana Ferreira,PA,5,cartao_credito,2,-3.79,-52.48
65cfdf2e0db5537846c1d7df,Cama king,moveis,783.56,39.3066518016,2022-07-10,Bruno Rodrigues,SP,5,cartao_credito,12,-22.19,-48.79
65cfdf2e0db5537846c1d7e0,Ciência de dados com python,livros,94.93,2.6391759786,2022-07-10,Larissa Alves,DF,2,boleto,1,-15.83,-47.86
65cfdf2e0db5537846c1d7e1,Tablet ABXY,eletronicos,2015.24,108.7045826911,2022-07-10,Larissa Alves,DF,5,cartao_credito,2,-15.83,-47.86
65cfdf2e0db5537846c1d7e2,Smartwatch,eletronicos,266.47,20.5683402158,2022-07-10,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
65cfdf2e0db5537846c1d7e3,Pandeiro,instrumentos musicais,93.98,2.5885913366,2022-07-10,Rafael Costa,RJ,4,cartao_credito,1,-22.25,-42.66
65cfdf2e0db5537846c1d7e4,Ciência de dados com python,livros,73.49,1.4975604788,2022-07-10,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
65cfdf2e0db5537846c1d7e5,Impressora,eletronicos,476.11,26.2912730011,2022-07-10,Camila Ribeiro,MG,4,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d7e6,Cadeira de escritório,moveis,512.93,24.8964184659,2022-07-10,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
65cfdf2e0db5537846c1d7e7,Mochila,esporte e lazer,143.82,5.2424213978,2022-07-10,Rafael Costa,RJ,5,cartao_credito,4,-22.25,-42.66
65cfdf2e0db5537846c1d7e8,Dashboards com Power BI,livros,46.91,0.0,2022-07-10,Juliana Costa,ES,5,cartao_credito,2,-19.19,-40.34
65cfdf2e0db5537846c1d7ef,Bola de basquete,esporte e lazer,74.44,4.8521212294,2021-08-10,Bianca Santos,SC,5,boleto,1,-27.45,-50.95
65cfdf2e0db5537846c1d7f0,Bicicleta,esporte e lazer,606.86,29.8979083865,2021-08-10,Rafael Costa,BA,3,cartao_credito,5,-13.29,-41.71
